imdb_id,score,explanation,name
tt1124037,2,"There are two or more women in this movie, but they only talk to each other about a man",Free State of Jones
tt3352390,3,There are two or more women in this movie and they talk to each other about something other than a man,Friend Request
tt2452386,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Fundamentals of Caring
tt5923962,1,"There are two or more women in this movie, but they don't talk to each other",Gantz: O
tt1289401,3,There are two or more women in this movie and they talk to each other about something other than a man,Ghostbusters
tt3631112,3,There are two or more women in this movie and they talk to each other about something other than a man,The Girl on the Train
tt4547056,3,There are two or more women in this movie and they talk to each other about something other than a man,The Girl with All the Gifts
tt2404233,2,"There are two or more women in this movie, but they only talk to each other about a man",Gods of Egypt
tt4366830,3,There are two or more women in this movie and they talk to each other about something other than a man,Grease Live!
tt2034800,0,Fewer than two women in this movie,The Great Wall
tt4667788,3,There are two or more women in this movie and they talk to each other about something other than a man,Grüße aus Fukushima (Greetings from Fukushima)
tt2119532,1,"There are two or more women in this movie, but they don't talk to each other",Hacksaw Ridge
tt0475290,1,"There are two or more women in this movie, but they don't talk to each other","Hail, Caesar!"
tt5664684,3,There are two or more women in this movie and they talk to each other about something other than a man,Hairspray Live!
tt4016934,3,There are two or more women in this movie and they talk to each other about something other than a man,The Handmaiden (Ah-ga-ssi)
tt5016946,1,"There are two or more women in this movie, but they don't talk to each other",Handsome Devil
tt3072482,1,"There are two or more women in this movie, but they don't talk to each other",Hardcore Henry
tt5709236,3,There are two or more women in this movie and they talk to each other about something other than a man,Hated in the Nation
tt2582782,1,"There are two or more women in this movie, but they don't talk to each other",Hell or High Water
tt4846340,3,There are two or more women in this movie and they talk to each other about something other than a man,Hidden Figures
tt3451230,2,"There are two or more women in this movie, but they only talk to each other about a man",High Strung
tt3896738,3,There are two or more women in this movie and they talk to each other about something other than a man,Hounds of Love
tt4961380,3,There are two or more women in this movie and they talk to each other about something other than a man,House on Willow Street
tt1292566,3,There are two or more women in this movie and they talk to each other about something other than a man,How to Be Single
tt4698684,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Hunt for the Wilderpeople
tt2381991,3,There are two or more women in this movie and they talk to each other about something other than a man,The Huntsman: Winter's War
tt4007248,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Hurricane Bianca
tt5022702,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Hush
tt5918090,1,"There are two or more women in this movie, but they don't talk to each other",I Am Not Madame Bovary
tt5059406,3,There are two or more women in this movie and they talk to each other about something other than a man,I Am the Pretty Thing That Lives in the House
tt4779026,1,"There are two or more women in this movie, but they don't talk to each other",I Had a Bloody Good Time at House Harker
tt4950110,3,There are two or more women in this movie and they talk to each other about something other than a man,I'm Not Ashamed
tt5168192,3,There are two or more women in this movie and they talk to each other about something other than a man,"I, Daniel Blake"
tt3416828,3,There are two or more women in this movie and they talk to each other about something other than a man,Ice Age: Collision Course
tt5022298,3,There are two or more women in this movie and they talk to each other about something other than a man,Ice Fantasy
tt3608930,2,"There are two or more women in this movie, but they only talk to each other about a man",In a Valley of Violence
tt1628841,3,There are two or more women in this movie and they talk to each other about something other than a man,Independence Day: Resurgence
tt3062096,2,"There are two or more women in this movie, but they only talk to each other about a man",Inferno
tt1355631,3,There are two or more women in this movie and they talk to each other about something other than a man,The Infiltrator
tt4645368,3,There are two or more women in this movie and they talk to each other about something other than a man,It's Only the End of the World
tt3393786,3,There are two or more women in this movie and they talk to each other about something other than a man,Jack Reacher: Never Go Back
tt1619029,3,There are two or more women in this movie and they talk to each other about something other than a man,Jackie
tt2140037,0,Fewer than two women in this movie,Jane Got a Gun
tt4196776,1,"There are two or more women in this movie, but they don't talk to each other",Jason Bourne
tt4326444,3,There are two or more women in this movie and they talk to each other about something other than a man,Julieta
tt3040964,2,"There are two or more women in this movie, but they only talk to each other about a man",The Jungle Book
tt5091548,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Justice League vs. Teen Titans
tt4139124,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Keanu
tt2387499,3,There are two or more women in this movie and they talk to each other about something other than a man,Keeping Up with the Joneses
tt2667380,1,"There are two or more women in this movie, but they don't talk to each other",Kill Command
tt5311514,3,There are two or more women in this movie and they talk to each other about something other than a man,Kimi no na wa.
tt4551882,1,"There are two or more women in this movie, but they don't talk to each other",King Dave
tt5918104,2,"There are two or more women in this movie, but they only talk to each other about a man",King of the Dancehall
tt5323662,1,"There are two or more women in this movie, but they don't talk to each other",Koe no katachi
tt4302938,1,"There are two or more women in this movie, but they don't talk to each other",Kubo and the Two Strings
tt2267968,3,There are two or more women in this movie and they talk to each other about something other than a man,Kung Fu Panda 3
tt4322180,1,"There are two or more women in this movie, but they don't talk to each other",L'età d'oro
tt3783958,3,There are two or more women in this movie and they talk to each other about something other than a man,La La Land
tt4621872,3,There are two or more women in this movie and they talk to each other about something other than a man,La pazza gioia
tt0918940,0,Fewer than two women in this movie,The Legend of Tarzan
tt4370784,3,There are two or more women in this movie and they talk to each other about something other than a man,Les innocentes
tt5153952,3,There are two or more women in this movie and they talk to each other about something other than a man,Let Me Go
tt4396662,3,There are two or more women in this movie and they talk to each other about something other than a man,Liberty's Secret
tt2547584,3,There are two or more women in this movie and they talk to each other about something other than a man,The Light Between Oceans
tt4786282,3,There are two or more women in this movie and they talk to each other about something other than a man,Lights Out
tt5553782,3,There are two or more women in this movie and they talk to each other about something other than a man,Linefork
tt3741834,2,"There are two or more women in this movie, but they only talk to each other about a man",Lion
tt4788934,3,There are two or more women in this movie and they talk to each other about something other than a man,Little Door Gods
tt5434870,3,There are two or more women in this movie and they talk to each other about something other than a man,Little Sister
tt2361317,1,"There are two or more women in this movie, but they don't talk to each other",Live by Night
tt5908566,2,"There are two or more women in this movie, but they only talk to each other about a man",Locos de Amor
tt1212428,1,"There are two or more women in this movie, but they don't talk to each other",The Lost City of Z
tt3068194,3,There are two or more women in this movie and they talk to each other about something other than a man,Love & Friendship
tt3908142,3,There are two or more women in this movie and they talk to each other about something other than a man,The Love Witch
tt4305148,3,There are two or more women in this movie and they talk to each other about something other than a man,Lovesong
tt4669986,3,There are two or more women in this movie and they talk to each other about something other than a man,Loving
tt4277264,3,There are two or more women in this movie and they talk to each other about something other than a man,Ma revolution
tt2404435,0,Fewer than two women in this movie,magnificent 7
tt2006295,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The 33
tt3391348,3,There are two or more women in this movie and they talk to each other about something other than a man,The 3Tails Movie: A Mermaid Adventure
tt3544082,3,There are two or more women in this movie and they talk to each other about something other than a man,45 Years
tt3685622,0,Fewer than two women in this movie,600 millas [600 Miles]
tt4691166,3,There are two or more women in this movie and they talk to each other about something other than a man,7 Letters
tt3953626,3,There are two or more women in this movie and they talk to each other about something other than a man,A Country Called Home
tt3431798,0,Fewer than two women in this movie,A German Youth
tt2639254,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",A Little Chaos
tt3577624,2,"There are two or more women in this movie, but they only talk to each other about a man",A Perfect Day
tt1837562,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",A Royal Night Out
tt3303652,3,There are two or more women in this movie and they talk to each other about something other than a man,A Sort of Homecoming
tt1178665,2,"There are two or more women in this movie, but they only talk to each other about a man",A Walk in the Woods
tt1727770,3,There are two or more women in this movie and they talk to each other about something other than a man,Absolutely Anything
tt3090670,3,There are two or more women in this movie and they talk to each other about something other than a man,Advantageous
tt3717016,3,There are two or more women in this movie and they talk to each other about something other than a man,After the Ball
tt2710826,3,There are two or more women in this movie and they talk to each other about something other than a man,AfterDeath
tt1655441,3,There are two or more women in this movie and they talk to each other about something other than a man,The Age of Adaline
tt3480446,2,"There are two or more women in this movie, but they only talk to each other about a man",Almost Mercy
tt1243974,3,There are two or more women in this movie and they talk to each other about something other than a man,Aloha
tt3700804,2,"There are two or more women in this movie, but they only talk to each other about a man",Already Tomorrow in Hong Kong
tt12268798,0,Fewer than two women in this movie,Aluguel: O Filme
tt2974918,1,"There are two or more women in this movie, but they don't talk to each other",Alvin and the Chipmunks: The Road Chip
tt3316948,1,"There are two or more women in this movie, but they don't talk to each other",American Ultra
tt2401878,2,"There are two or more women in this movie, but they only talk to each other about a man",Anamolisa
tt3368222,3,There are two or more women in this movie and they talk to each other about something other than a man,Angry Indian Goddesses
tt3620762,3,There are two or more women in this movie and they talk to each other about something other than a man,Anguish
tt4069042,3,There are two or more women in this movie and they talk to each other about something other than a man,Anna Unbound
tt0478970,2,"There are two or more women in this movie, but they only talk to each other about a man",Ant-Man
tt3508840,2,"There are two or more women in this movie, but they only talk to each other about a man",The assassin
tt3896100,1,"There are two or more women in this movie, but they don't talk to each other",Atrapa la bandera [Capture the Flag]
tt3727982,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Ava's Possession
tt2395427,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Avengers: Age of Ultron
tt3422078,3,There are two or more women in this movie and they talk to each other about something other than a man,Avril et le monde truque
tt2631186,1,"There are two or more women in this movie, but they don't talk to each other",Baahubali: The Beginning
tt3856042,3,There are two or more women in this movie and they talk to each other about something other than a man,Bad Hair Day
tt3735246,2,"There are two or more women in this movie, but they only talk to each other about a man",Bajirao Mastani
tt1731701,3,There are two or more women in this movie and they talk to each other about something other than a man,Barely Lethal
tt2552394,3,There are two or more women in this movie and they talk to each other about something other than a man,Barney Thomson
tt4437640,1,"There are two or more women in this movie, but they don't talk to each other",Batman Unlimited: Animal Instincts
tt4084744,3,There are two or more women in this movie and they talk to each other about something other than a man,Battle For Sevastopol
tt4714032,3,There are two or more women in this movie and they talk to each other about something other than a man,Battledream Chronicle
tt1365050,0,Fewer than two women in this movie,Beasts of No Nation
tt3704352,3,There are two or more women in this movie and they talk to each other about something other than a man,Bessie
tt1596363,1,"There are two or more women in this movie, but they don't talk to each other",The Big Short
tt2978576,2,"There are two or more women in this movie, but they only talk to each other about a man",Bill
tt4195368,3,There are two or more women in this movie and they talk to each other about something other than a man,Birigyaru
tt1355683,1,"There are two or more women in this movie, but they don't talk to each other",Black Mass
tt3286052,3,There are two or more women in this movie and they talk to each other about something other than a man,The Blackcoat's Daughter
tt2717822,1,"There are two or more women in this movie, but they don't talk to each other",Blackhat
tt3487994,2,"There are two or more women in this movie, but they only talk to each other about a man",Bloodsucking Bastards
tt4899406,3,There are two or more women in this movie and they talk to each other about something other than a man,Boi Neon
tt4145324,3,There are two or more women in this movie and they talk to each other about something other than a man,Bound
tt3682448,1,"There are two or more women in this movie, but they don't talk to each other",Bridge of Spies
tt3859304,3,There are two or more women in this movie and they talk to each other about something other than a man,The Bronze
tt2381111,3,There are two or more women in this movie and they talk to each other about something other than a man,Brooklyn
tt3532278,0,Fewer than two women in this movie,brothers of the wind
tt3627488,3,There are two or more women in this movie and they talk to each other about something other than a man,Burn Burn Burn
tt2503944,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Burnt
tt3707106,3,There are two or more women in this movie and they talk to each other about something other than a man,By the Sea
tt4926026,2,"There are two or more women in this movie, but they only talk to each other about a man",Cafard
tt3268668,3,There are two or more women in this movie and they talk to each other about something other than a man,Captive
tt2402927,3,There are two or more women in this movie and they talk to each other about something other than a man,Carol
tt4125300,3,There are two or more women in this movie and they talk to each other about something other than a man,The Case of Hana and Alice
tt1823672,1,"There are two or more women in this movie, but they don't talk to each other",Chappie
tt4594834,3,There are two or more women in this movie and they talk to each other about something other than a man,Chi-Raq
tt1014763,2,"There are two or more women in this movie, but they only talk to each other about a man",Child 44
tt1661199,3,There are two or more women in this movie and they talk to each other about something other than a man,Cinderella
tt3118452,1,"There are two or more women in this movie, but they don't talk to each other",Circle
tt4005402,3,There are two or more women in this movie and they talk to each other about something other than a man,The Colony
tt4576612,1,"There are two or more women in this movie, but they don't talk to each other",Comment c'est loin
tt4515684,1,"There are two or more women in this movie, but they don't talk to each other",Comoara
tt3322364,1,"There are two or more women in this movie, but they don't talk to each other",Concussion
tt3076658,2,"There are two or more women in this movie, but they only talk to each other about a man",Creed
tt2554274,3,There are two or more women in this movie and they talk to each other about something other than a man,Crimson Peak
tt5573580,3,There are two or more women in this movie and they talk to each other about something other than a man,Cuddler
tt1528854,1,"There are two or more women in this movie, but they don't talk to each other",Daddy's Home
tt0810819,3,There are two or more women in this movie and they talk to each other about something other than a man,The Danish Girl
tt1172049,1,"There are two or more women in this movie, but they don't talk to each other",Demolition
tt3440298,3,There are two or more women in this movie and they talk to each other about something other than a man,Descendants
tt3172532,3,There are two or more women in this movie and they talk to each other about something other than a man,The Diary of a Teenage Girl
tt4056738,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Do You Believe?
tt4731504,3,There are two or more women in this movie and they talk to each other about something other than a man,Dofus - Livre 1: Julith
tt4767274,3,There are two or more women in this movie and they talk to each other about something other than a man,Dolly Parton's Coat of Many Colors
tt3850214,1,"There are two or more women in this movie, but they don't talk to each other",Dope
tt4265878,3,There are two or more women in this movie and they talk to each other about something other than a man,Dora oder Die sexuellen Neurosen unserer Eltern
tt3819668,1,"There are two or more women in this movie, but they don't talk to each other",Dragon Ball Z: Resurrection 'F'
tt2910904,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Dressmaker
tt1950135,2,"There are two or more women in this movie, but they only talk to each other about a man",Drunk Wedding
tt1666801,3,There are two or more women in this movie and they talk to each other about something other than a man,The DUFF
tt2570858,3,There are two or more women in this movie and they talk to each other about something other than a man,The Duke of Burgundy
tt2109127,1,"There are two or more women in this movie, but they don't talk to each other",Eaters
tt3503460,1,"There are two or more women in this movie, but they don't talk to each other",Embers
tt4503598,3,There are two or more women in this movie and they talk to each other about something other than a man,Emelie
tt3416744,1,"There are two or more women in this movie, but they don't talk to each other",The End of the Tour
tt1674771,2,"There are two or more women in this movie, but they only talk to each other about a man",Entourage
tt3289728,3,There are two or more women in this movie and they talk to each other about something other than a man,Equals
tt12145728,3,There are two or more women in this movie and they talk to each other about something other than a man,The Ethicist
tt2719848,2,"There are two or more women in this movie, but they only talk to each other about a man",Everest
tt4291590,0,Fewer than two women in this movie,Evolution
tt0470752,1,"There are two or more women in this movie, but they don't talk to each other",Ex Machina
tt3726704,2,"There are two or more women in this movie, but they only talk to each other about a man",Experimenter
tt4382872,2,"There are two or more women in this movie, but they only talk to each other about a man",Extraction
tt2057392,3,There are two or more women in this movie and they talk to each other about something other than a man,Eye in the Sky
tt2097331,3,There are two or more women in this movie and they talk to each other about something other than a man,Family Fang
tt1502712,0,Fewer than two women in this movie,Fantastic Four
tt2935476,3,There are two or more women in this movie and they talk to each other about something other than a man,Far From the Madding Crowd
tt2582502,3,There are two or more women in this movie and they talk to each other about something other than a man,Fathers & Daughters
tt2322441,3,There are two or more women in this movie and they talk to each other about something other than a man,Fifty Shades of Grey
tt2118624,3,There are two or more women in this movie and they talk to each other about something other than a man,The Final Girls
tt2381941,1,"There are two or more women in this movie, but they don't talk to each other",Focus
tt4026600,1,"There are two or more women in this movie, but they don't talk to each other",The Four Warriors
tt3978720,1,"There are two or more women in this movie, but they don't talk to each other",Fourth Man Out
tt4216934,3,There are two or more women in this movie and they talk to each other about something other than a man,Frau Muller muss weg
tt1658801,3,There are two or more women in this movie and they talk to each other about something other than a man,Freeheld
tt3977462,3,There are two or more women in this movie and they talk to each other about something other than a man,Full Out
tt2820852,3,There are two or more women in this movie and they talk to each other about something other than a man,Furious 7
tt2561572,1,"There are two or more women in this movie, but they don't talk to each other",Get Hard
tt3711622,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Ghosthunters
tt4178092,3,There are two or more women in this movie and they talk to each other about something other than a man,The Gift
tt1254322,3,There are two or more women in this movie and they talk to each other about something other than a man,The Girl King
tt4425152,3,There are two or more women in this movie and they talk to each other about something other than a man,Girls Lost
tt5284414,3,There are two or more women in this movie and they talk to each other about something other than a man,Girls und Panzer: Der Film
tt1979388,3,There are two or more women in this movie and they talk to each other about something other than a man,The Good Dinosaur
tt1051904,2,"There are two or more women in this movie, but they only talk to each other about a man",Goosebumps
tt4270516,3,There are two or more women in this movie and they talk to each other about something other than a man,Grandma
tt001226766,3,There are two or more women in this movie and they talk to each other about something other than a man,The Great Gilly Hopkins
tt2403021,3,There are two or more women in this movie and they talk to each other about something other than a man,The Green Inferno
tt4062536,3,There are two or more women in this movie and they talk to each other about something other than a man,Green Room
tt2515034,1,"There are two or more women in this movie, but they don't talk to each other",The Gunman
tt5105218,3,There are two or more women in this movie and they talk to each other about something other than a man,Halal Love
tt3397918,3,There are two or more women in this movie and they talk to each other about something other than a man,Harbinger Down
tt3981858,3,There are two or more women in this movie and they talk to each other about something other than a man,Harter Brocken
tt3460252,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Hateful Eight
tt3707396,3,There are two or more women in this movie and they talk to each other about something other than a man,Hedi Schneider steckt fest
tt3766394,3,There are two or more women in this movie and they talk to each other about something other than a man,"Hello, My Name Is Doris"
tt2131532,3,There are two or more women in this movie and they talk to each other about something other than a man,Hidden
tt0462335,2,"There are two or more women in this movie, but they only talk to each other about a man",High Rise
tt4766604,1,"There are two or more women in this movie, but they don't talk to each other",Highway to Hellas
tt2679042,0,Fewer than two women in this movie,Hitman: Agent 47
tt4472596,3,There are two or more women in this movie and they talk to each other about something other than a man,The Hollow
tt2224026,3,There are two or more women in this movie and they talk to each other about something other than a man,Home
tt2967224,2,"There are two or more women in this movie, but they only talk to each other about a man",Hot Pursuit
tt2510894,3,There are two or more women in this movie and they talk to each other about something other than a man,Hotel Transylvania 2
tt3296658,1,"There are two or more women in this movie, but they don't talk to each other",Hrutar
tt1951266,3,There are two or more women in this movie and they talk to each other about something other than a man,The Hunger Games: Mockingjay - Part 2
tt3236120,3,There are two or more women in this movie and they talk to each other about something other than a man,I'll See You in My Dreams
tt3278330,3,There are two or more women in this movie and they talk to each other about something other than a man,Il racconto dei racconti
tt1390411,1,"There are two or more women in this movie, but they don't talk to each other",In the Heart of the Sea
tt2096673,3,There are two or more women in this movie and they talk to each other about something other than a man,Inside Out
tt3195644,3,There are two or more women in this movie and they talk to each other about something other than a man,Insidious: Chapter 3
tt2908446,3,There are two or more women in this movie and they talk to each other about something other than a man,Insurgent
tt2361509,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Intern
tt2625810,3,There are two or more women in this movie and they talk to each other about something other than a man,Into the Forest
tt4009278,3,There are two or more women in this movie and they talk to each other about something other than a man,Intruders
tt4420110,3,There are two or more women in this movie and they talk to each other about something other than a man,Invisible Sister
tt2400463,3,There are two or more women in this movie and they talk to each other about something other than a man,The Invitation
tt2888046,1,"There are two or more women in this movie, but they don't talk to each other",Ip Man 3
tt3715320,2,"There are two or more women in this movie, but they only talk to each other about a man",Irrational Man
tt4485178,3,There are two or more women in this movie and they talk to each other about something other than a man,Je suis un soldat
tt3614530,3,There are two or more women in this movie and they talk to each other about something other than a man,Jem and the Holograms
tt3977428,3,There are two or more women in this movie and they talk to each other about something other than a man,John From
tt2446980,3,There are two or more women in this movie and they talk to each other about something other than a man,Joy
tt1617661,3,There are two or more women in this movie and they talk to each other about something other than a man,Jupiter Ascending
tt0369610,3,There are two or more women in this movie and they talk to each other about something other than a man,Jurassic World
tt3291148,1,"There are two or more women in this movie, but they don't talk to each other",Just Jim
tt3878542,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Justice League: Throne of Atlantis
tt3850590,3,There are two or more women in this movie and they talk to each other about something other than a man,Krampus
tt3472226,2,"There are two or more women in this movie, but they only talk to each other about a man",Kung Fury
tt4000768,3,There are two or more women in this movie and they talk to each other about something other than a man,L'antiquaire
tt3715122,3,There are two or more women in this movie and they talk to each other about something other than a man,L'attesa
tt4080768,3,There are two or more women in this movie and they talk to each other about something other than a man,La belle saison
tt4428814,1,"There are two or more women in this movie, but they don't talk to each other",La loi du marché
tt4341864,2,"There are two or more women in this movie, but they only talk to each other about a man",La memoria del agua
tt4392438,3,There are two or more women in this movie and they talk to each other about something other than a man,La Passion d'Augustine
tt3722070,3,There are two or more women in this movie and they talk to each other about something other than a man,The Lady in the Van
tt2493486,1,"There are two or more women in this movie, but they don't talk to each other",Last Knights
tt1618442,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Last Witch Hunter
tt4060576,3,There are two or more women in this movie and they talk to each other about something other than a man,Lavalantula
tt2918436,3,There are two or more women in this movie and they talk to each other about something other than a man,The Lazarus Effect
tt3569230,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Legend
tt4466872,3,There are two or more women in this movie and they talk to each other about something other than a man,Les ogres
tt2948840,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Life
tt4319698,3,There are two or more women in this movie and they talk to each other about something other than a man,Little Big Master
tt1754656,3,There are two or more women in this movie and they talk to each other about something other than a man,The little prince
tt2210769,3,There are two or more women in this movie and they talk to each other about something other than a man,"Liza, the fox fairy"
tt3464902,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Lobster
tt4108134,1,"There are two or more women in this movie, but they don't talk to each other",London Spy
tt2262345,1,"There are two or more women in this movie, but they don't talk to each other",Long Way North
tt2726560,3,There are two or more women in this movie and they talk to each other about something other than a man,The Longest Ride
tt2217859,1,"There are two or more women in this movie, but they don't talk to each other",Louder Than Bombs
tt3837248,3,There are two or more women in this movie and they talk to each other about something other than a man,Love Live! The School Idol Movie
tt2279339,3,There are two or more women in this movie and they talk to each other about something other than a man,Love the Coopers
tt2884018,1,"There are two or more women in this movie, but they don't talk to each other",Macbeth
tt1392190,3,There are two or more women in this movie and they talk to each other about something other than a man,Mad Max: Fury Road
tt2334733,2,"There are two or more women in this movie, but they only talk to each other about a man",Madame Bovary
tt3877674,1,"There are two or more women in this movie, but they don't talk to each other",Maend & hons
tt3471098,3,There are two or more women in this movie and they talk to each other about something other than a man,Maggie's Plan
tt2268016,3,There are two or more women in this movie and they talk to each other about something other than a man,Magic Mike XXL
tt1638355,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Man from U.N.C.L.E.
tt3064298,3,There are two or more women in this movie and they talk to each other about something other than a man,Man Up
tt2614684,0,Fewer than two women in this movie,'71
tt3579698,3,There are two or more women in this movie and they talk to each other about something other than a man,12 Dog Days Till Christmas
tt2294449,2,"There are two or more women in this movie, but they only talk to each other about a man",22 Jump St
tt2172934,3,There are two or more women in this movie and they talk to each other about something other than a man,3 Days to Kill
tt1253863,1,"There are two or more women in this movie, but they don't talk to each other",300: Rise of an Empire
tt2933544,3,There are two or more women in this movie and they talk to each other about something other than a man,5 Flights Up
tt3149038,1,"There are two or more women in this movie, but they don't talk to each other",A Brilliant Young Mind
tt2545186,2,"There are two or more women in this movie, but they only talk to each other about a man",A coup sur
tt2326554,3,There are two or more women in this movie and they talk to each other about something other than a man,A Girl Walks Home Alone at Night
tt0458413,3,There are two or more women in this movie and they talk to each other about something other than a man,A Long Way Down
tt2557490,2,"There are two or more women in this movie, but they only talk to each other about a man",A Million Ways to Die in the West
tt2937898,3,There are two or more women in this movie and they talk to each other about something other than a man,A Most Violent Year
tt1972571,2,"There are two or more women in this movie, but they only talk to each other about a man",A Most Wanted Man
tt4299406,3,There are two or more women in this movie and they talk to each other about something other than a man,A Noite da Virada
tt0365907,1,"There are two or more women in this movie, but they don't talk to each other",A Walk Among the Tombstones
tt3334794,3,There are two or more women in this movie and they talk to each other about something other than a man,About a Girl
tt1826590,2,"There are two or more women in this movie, but they only talk to each other about a man",About Last Night
tt1376213,1,"There are two or more women in this movie, but they don't talk to each other",The Adventurer: The Curse of the Midas Box
tt4056574,3,There are two or more women in this movie and they talk to each other about something other than a man,Agatha Raisin: The Quiche of Death
tt2977090,3,There are two or more women in this movie and they talk to each other about something other than a man,Alex of Venice
tt1698641,3,There are two or more women in this movie and they talk to each other about something other than a man,"Alexander and the Terrible, Horrible, No Good Very Bad Day"
tt3469518,3,There are two or more women in this movie and they talk to each other about something other than a man,Alles Inklusive
tt2494384,3,There are two or more women in this movie and they talk to each other about something other than a man,Aloft
tt3307774,2,"There are two or more women in this movie, but they only talk to each other about a man",Alpha House
tt1872181,1,"There are two or more women in this movie, but they don't talk to each other",Amazing Spider-Man 2
tt2179136,1,"There are two or more women in this movie, but they don't talk to each other",American Sniper
tt3003800,2,"There are two or more women in this movie, but they only talk to each other about a man",Amour fou
tt3546114,3,There are two or more women in this movie and they talk to each other about something other than a man,Anatomy of a Love Seen
tt2123146,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Angry Video Game Nerd: The Movie
tt3322940,3,There are two or more women in this movie and they talk to each other about something other than a man,Annabelle
tt1823664,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Annie
tt3077108,3,There are two or more women in this movie and they talk to each other about something other than a man,Appropriate Behavior
tt1384925,0,Fewer than two women in this movie,Ardor
tt2870612,3,There are two or more women in this movie and they talk to each other about something other than a man,As Above So Below
tt3421270,3,There are two or more women in this movie and they talk to each other about something other than a man,Asian School Girls
tt2505294,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Ask Me Anything
tt2800038,3,There are two or more women in this movie and they talk to each other about something other than a man,Atlas Shrugged: Who Is John Galt?
tt1971325,1,"There are two or more women in this movie, but they don't talk to each other",Automata
tt3013588,3,There are two or more women in this movie and they talk to each other about something other than a man,Avis de mistral
tt3153524,1,"There are two or more women in this movie, but they don't talk to each other",Awesome Asian Bad Guys
tt2321549,3,There are two or more women in this movie and they talk to each other about something other than a man,The Babadook
tt2212008,1,"There are two or more women in this movie, but they don't talk to each other",The Bag Man
tt3921852,3,There are two or more women in this movie and they talk to each other about something other than a man,Barbie and the Secret Door
tt3504064,3,There are two or more women in this movie and they talk to each other about something other than a man,Barbie: The Pearl Princess
tt2355495,3,There are two or more women in this movie and they talk to each other about something other than a man,Barefoot
tt3139086,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Batman: Assault on Arkham
tt1726592,3,There are two or more women in this movie and they talk to each other about something other than a man,Before I Go to Sleep
tt0443465,3,There are two or more women in this movie and they talk to each other about something other than a man,Before We Go
tt1980929,3,There are two or more women in this movie and they talk to each other about something other than a man,Begin Again
tt2404181,3,There are two or more women in this movie and they talk to each other about something other than a man,Belle
tt1609479,1,"There are two or more women in this movie, but they don't talk to each other",Better Living Through Chemistry
tt3125324,3,There are two or more women in this movie and they talk to each other about something other than a man,Beyond the Lights
tt1126590,3,There are two or more women in this movie and they talk to each other about something other than a man,Big Eyes
tt2088003,0,Fewer than two women in this movie,Big Game
tt2245084,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Big Hero 6
tt3254796,3,There are two or more women in this movie and they talk to each other about something other than a man,Big Stone Gap
tt2562232,3,There are two or more women in this movie and they talk to each other about something other than a man,Birdman
tt2261331,0,Fewer than two women in this movie,Black Sea
tt1086772,3,There are two or more women in this movie and they talk to each other about something other than a man,Blended
tt2262227,3,There are two or more women in this movie and they talk to each other about something other than a man,The Book of Life
tt0787474,2,"There are two or more women in this movie, but they only talk to each other about a man",The Boxtrolls
tt3007302,3,There are two or more women in this movie and they talk to each other about something other than a man,Boy Meets Girl
tt1065073,3,There are two or more women in this movie and they talk to each other about something other than a man,Boyhood
tt1430612,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Brick Mansions
tt3442006,3,There are two or more women in this movie and they talk to each other about something other than a man,Cake
tt2234003,2,"There are two or more women in this movie, but they only talk to each other about a man",Calvary
tt3097084,3,There are two or more women in this movie and they talk to each other about something other than a man,Camp Takota
tt1843866,3,There are two or more women in this movie and they talk to each other about something other than a man,Captain America: The Winter Soldier
tt1621046,3,There are two or more women in this movie and they talk to each other about something other than a man,Cesar Chavez
tt2883512,1,"There are two or more women in this movie, but they don't talk to each other",Chef
