imdb_id,score,explanation,name
tt0077631,3,There are two or more women in this movie and they talk to each other about something other than a man,Grease
tt0077651,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Halloween
tt0076161,3,There are two or more women in this movie and they talk to each other about something other than a man,The Hound of the Baskervilles
tt0077711,3,There are two or more women in this movie and they talk to each other about something other than a man,Höstsonaten
tt0077713,0,Fewer than two women in this movie,I Spit on Your Grave
tt0077742,3,There are two or more women in this movie and they talk to each other about something other than a man,Interiors
tt0077745,3,There are two or more women in this movie and they talk to each other about something other than a man,Invasion of the Body Snatchers
tt0077766,2,"There are two or more women in this movie, but they only talk to each other about a man",Jaws 2
tt0076240,3,There are two or more women in this movie and they talk to each other about something other than a man,Jubilee
tt0077288,2,"There are two or more women in this movie, but they only talk to each other about a man",La cage aux folles
tt0077838,1,"There are two or more women in this movie, but they don't talk to each other",The Last Waltz
tt0077864,0,Fewer than two women in this movie,Lo chiamavano Bulldozer
tt0077869,1,"There are two or more women in this movie, but they don't talk to each other",The Lord of the Rings
tt0077889,1,"There are two or more women in this movie, but they don't talk to each other",Magic
tt0077928,0,Fewer than two women in this movie,Midnight Express
tt0078087,3,There are two or more women in this movie and they talk to each other about something other than a man,Piranha
tt0078111,2,"There are two or more women in this movie, but they only talk to each other about a man",Pretty Baby
tt0076584,0,Fewer than two women in this movie,Quel maledetto treno blindato
tt0306646,0,Fewer than two women in this movie,Ringing Bell (Chirin no Suzu)
tt0078259,0,Fewer than two women in this movie,The Shout
tt0078295,3,There are two or more women in this movie and they talk to each other about something other than a man,Someone's Watching Me
tt0193524,1,"There are two or more women in this movie, but they don't talk to each other",The Star Wars Holiday Special
tt0079946,3,There are two or more women in this movie and they talk to each other about something other than a man,Starcrash
tt0078346,1,"There are two or more women in this movie, but they don't talk to each other",Superman
tt0078480,1,"There are two or more women in this movie, but they don't talk to each other",Watership Down
tt0078503,3,There are two or more women in this movie and they talk to each other about something other than a man,Within the Woods
tt0078504,3,There are two or more women in this movie and they talk to each other about something other than a man,The Wiz
tt0075612,3,There are two or more women in this movie and they talk to each other about something other than a man,3 Women
tt0076661,0,Fewer than two women in this movie,The 36 Crazy Fists
tt0075784,1,"There are two or more women in this movie, but they don't talk to each other",A Bridge Too Far
tt0076319,3,There are two or more women in this movie and they talk to each other about something other than a man,A Little Night Music
tt0076085,2,"There are two or more women in this movie, but they only talk to each other about a man",A Special Day
tt0075617,1,"There are two or more women in this movie, but they don't talk to each other",ABBA: The Movie
tt0075666,3,There are two or more women in this movie and they talk to each other about something other than a man,Alucarda
tt0075675,1,"There are two or more women in this movie, but they don't talk to each other",The American Friend
tt0075686,3,There are two or more women in this movie and they talk to each other about something other than a man,Annie Hall
tt0075679,3,There are two or more women in this movie and they talk to each other about something other than a man,Bad
tt0075860,1,"There are two or more women in this movie, but they don't talk to each other",Close Encounters of the Third Kind
tt0075909,0,Fewer than two women in this movie,Damnation Alley
tt0074455,3,There are two or more women in this movie and they talk to each other about something other than a man,Death Trap!
tt0075936,3,There are two or more women in this movie and they talk to each other about something other than a man,Desperate Living
tt0075938,2,"There are two or more women in this movie, but they only talk to each other about a man","The Devil, Probably"
tt0075968,1,"There are two or more women in this movie, but they don't talk to each other",The Duelists
tt0077497,3,There are two or more women in this movie and they talk to each other about something other than a man,Emmanuelle 3
tt0075988,3,There are two or more women in this movie and they talk to each other about something other than a man,Emmett Otter's Jug-Band Christmas
tt0074486,0,Fewer than two women in this movie,Eraserhead
tt0076095,3,There are two or more women in this movie and they talk to each other about something other than a man,The Goodbye Girl
tt0074611,3,There are two or more women in this movie and they talk to each other about something other than a man,The Haunting of Julia
tt0076141,1,"There are two or more women in this movie, but they don't talk to each other",High Anxiety
tt0077681,3,There are two or more women in this movie and they talk to each other about something other than a man,The Hills Have Eyes
tt0077687,0,Fewer than two women in this movie,The Hobbit
tt0076162,3,There are two or more women in this movie and they talk to each other about something other than a man,House
tt0076245,3,There are two or more women in this movie and they talk to each other about something other than a man,Julia
tt0076257,1,"There are two or more women in this movie, but they don't talk to each other",The Kentucky Fried Movie
tt0076271,3,There are two or more women in this movie and they talk to each other about something other than a man,Kingdom of the Spiders
tt0074548,3,There are two or more women in this movie and they talk to each other about something other than a man,Love Camp
tt0074853,2,"There are two or more women in this movie, but they only talk to each other about a man",The Man in the Iron Mask
tt0076155,1,"There are two or more women in this movie, but they don't talk to each other",The Man Who Loved Women
tt0076363,0,Fewer than two women in this movie,The Many Adventures of Winnie the Pooh
tt0076175,0,Fewer than two women in this movie,March or Die
tt0077914,1,"There are two or more women in this movie, but they don't talk to each other",Martin
tt0076504,1,"There are two or more women in this movie, but they don't talk to each other",Orca
tt0075939,3,There are two or more women in this movie and they talk to each other about something other than a man,Peppermint Soda
tt0076538,2,"There are two or more women in this movie, but they only talk to each other about a man",Pete's Dragon
tt0078089,3,There are two or more women in this movie and they talk to each other about something other than a man,Planet of Dinosaurs
tt0076578,0,Fewer than two women in this movie,Pumping Iron
tt0076590,3,There are two or more women in this movie and they talk to each other about something other than a man,Rabid
tt0076591,3,There are two or more women in this movie and they talk to each other about something other than a man,"Race for Your Life, Charlie Brown"
tt0076618,3,There are two or more women in this movie and they talk to each other about something other than a man,The Rescuers
tt0076666,1,"There are two or more women in this movie, but they don't talk to each other",Saturday Night Fever
tt0076683,3,There are two or more women in this movie and they talk to each other about something other than a man,The Sentinel
tt0076723,3,There are two or more women in this movie and they talk to each other about something other than a man,Slap Shot
tt0076727,3,There are two or more women in this movie and they talk to each other about something other than a man,Sluzhebnyy roman
tt0076734,1,"There are two or more women in this movie, but they don't talk to each other",Soldaat van Oranje
tt0076740,1,"There are two or more women in this movie, but they don't talk to each other",Sorcerer
tt0076752,1,"There are two or more women in this movie, but they don't talk to each other",The Spy Who Loved Me
tt0076759,1,"There are two or more women in this movie, but they don't talk to each other",Star Wars
tt0075276,0,Fewer than two women in this movie,Stroszek
tt0076786,3,There are two or more women in this movie and they talk to each other about something other than a man,Suspiria
tt0076843,3,There are two or more women in this movie and they talk to each other about something other than a man,The Turning Point
tt0075265,0,Fewer than two women in this movie,A Star Is Born
tt0074119,1,"There are two or more women in this movie, but they don't talk to each other",All the President's Men
tt0074121,0,Fewer than two women in this movie,Allegro non troppo
tt0074156,3,There are two or more women in this movie and they talk to each other about something other than a man,Assault on Precinct 13
tt0074157,0,Fewer than two women in this movie,At The Earth's Core
tt0075467,1,"There are two or more women in this movie, but they don't talk to each other",Az otodik pecset
tt0074256,3,There are two or more women in this movie and they talk to each other about something other than a man,Bugsy Malone
tt0131335,0,Fewer than two women in this movie,Canoa: A Shameful Memory
tt0074285,3,There are two or more women in this movie and they talk to each other about something other than a man,Carrie
tt0073972,1,"There are two or more women in this movie, but they don't talk to each other",Charlies Angels
tt0074400,0,Fewer than two women in this movie,The Desert of the Tartars
tt0074437,2,"There are two or more women in this movie, but they only talk to each other about a man",Drum
tt0074471,2,"There are two or more women in this movie, but they only talk to each other about a man",Emmanuelle bianca e nera
tt0074512,3,There are two or more women in this movie and they talk to each other about something other than a man,Family Plot
tt0076054,3,There are two or more women in this movie and they talk to each other about something other than a man,Freaky Friday
tt0074597,3,There are two or more women in this movie and they talk to each other about something other than a man,The Gumball Rally
tt0075178,1,"There are two or more women in this movie, but they don't talk to each other",Il secondo tragico Fantozzi
tt0074102,3,There are two or more women in this movie and they talk to each other about something other than a man,In the Realm of the Senses
tt0074740,1,"There are two or more women in this movie, but they don't talk to each other",Keoma
tt0074686,2,"There are two or more women in this movie, but they only talk to each other about a man",L'innocente
tt0072901,1,"There are two or more women in this movie, but they don't talk to each other",Les Douze Travaux d’Astérix (the Twelve Tasks of Asterix)
tt0074806,3,There are two or more women in this movie and they talk to each other about something other than a man,The Little Girl Who Lives Down the Lane
tt0074812,2,"There are two or more women in this movie, but they only talk to each other about a man",Logan's Run
tt0074851,1,"There are two or more women in this movie, but they don't talk to each other",The Man Who Fell to Earth
tt0074855,1,"There are two or more women in this movie, but they don't talk to each other",Mandinga
tt0074860,1,"There are two or more women in this movie, but they don't talk to each other",Marathon Man
tt0074937,3,There are two or more women in this movie and they talk to each other about something other than a man,Murder by Death
tt0074958,3,There are two or more women in this movie and they talk to each other about something other than a man,Network
tt0075005,3,There are two or more women in this movie and they talk to each other about something other than a man,The Omen
tt0075029,2,"There are two or more women in this movie, but they only talk to each other about a man",The Outlaw Josey Wales
tt0073518,1,"There are two or more women in this movie, but they don't talk to each other",Pascual Duarte
tt0075137,1,"There are two or more women in this movie, but they don't talk to each other",Revenge Of The Cheerleaders
tt0075148,1,"There are two or more women in this movie, but they don't talk to each other",Rocky
tt0075177,1,"There are two or more women in this movie, but they don't talk to each other",Sebastiane
tt0075222,1,"There are two or more women in this movie, but they don't talk to each other",Silent Movie
tt0075223,1,"There are two or more women in this movie, but they don't talk to each other",Silver Streak
tt0074152,3,There are two or more women in this movie and they talk to each other about something other than a man,Small Change
tt0075249,3,There are two or more women in this movie and they talk to each other about something other than a man,Sparkle
tt0075314,1,"There are two or more women in this movie, but they don't talk to each other",Taxi Driver
tt0074811,1,"There are two or more women in this movie, but they don't talk to each other",The Tenant
tt0075342,1,"There are two or more women in this movie, but they don't talk to each other",The Town That Dreaded Sundown
tt0075359,1,"There are two or more women in this movie, but they don't talk to each other",Two-Minute Warning
tt0075376,3,There are two or more women in this movie and they talk to each other about something other than a man,Up!
tt0072730,0,Fewer than two women in this movie,A boy and His Dog
tt0072684,1,"There are two or more women in this movie, but they don't talk to each other",Barry Lyndon
tt0073598,3,There are two or more women in this movie and they talk to each other about something other than a man,Blonde in Black Leather
tt0072791,3,There are two or more women in this movie and they talk to each other about something other than a man,Cleopatra Jones and the Casino of Gold
tt0071361,1,"There are two or more women in this movie, but they don't talk to each other",Coonskin
tt0072824,1,"There are two or more women in this movie, but they don't talk to each other",The Count of Monte-Cristo
tt0072856,3,There are two or more women in this movie and they talk to each other about something other than a man,Death Race 2000
tt0073582,3,There are two or more women in this movie and they talk to each other about something other than a man,Deep Red
tt0071411,0,Fewer than two women in this movie,Dersu Uzala
tt0071427,3,There are two or more women in this movie and they talk to each other about something other than a man,Dialogues of Exiles
tt0072890,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Dog Day Afternoon
tt0072895,0,Fewer than two women in this movie,Dolemite
tt0072905,2,"There are two or more women in this movie, but they only talk to each other about a man",Dr. Minx
tt0285663,1,"There are two or more women in this movie, but they don't talk to each other",Ecstasy of the Black Rose
tt0072933,3,There are two or more women in this movie and they talk to each other about something other than a man,Emmanuelle II
tt0072500,3,There are two or more women in this movie and they talk to each other about something other than a man,Fawlty Towers
tt0073541,1,"There are two or more women in this movie, but they don't talk to each other",Flatfoot in Hong Kong
tt0073076,3,There are two or more women in this movie and they talk to each other about something other than a man,Grey Gardens
tt0073172,1,"There are two or more women in this movie, but they don't talk to each other",Inserts
tt0073179,2,"There are two or more women in this movie, but they only talk to each other about a man","Ironiya sudby, ili S legkim parom!"
tt0073195,3,There are two or more women in this movie and they talk to each other about something other than a man,Jaws
tt0073198,3,There are two or more women in this movie and they talk to each other about something other than a man,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles"
tt0073233,3,There are two or more women in this movie and they talk to each other about something other than a man,Katie Tippel
tt0073114,3,There are two or more women in this movie and they talk to each other about something other than a man,L'histoire d'Adèle H.
tt0073312,3,There are two or more women in this movie and they talk to each other about something other than a man,Love and Death
tt0071798,3,There are two or more women in this movie and they talk to each other about something other than a man,The Maids
tt0073349,2,"There are two or more women in this movie, but they only talk to each other about a man",Mandingo
tt0072443,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Mirror
tt0071853,2,"There are two or more women in this movie, but they only talk to each other about a man",Monty Python and the Holy Grail
tt0073440,3,There are two or more women in this movie and they talk to each other about something other than a man,Nashville
tt0073471,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Numero deux
tt0073486,2,"There are two or more women in this movie, but they only talk to each other about a man",One Flew Over the Cuckoo's Nest
tt0073540,3,There are two or more women in this movie and they talk to each other about something other than a man,Picnic at Hanging Rock
tt0073629,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Rocky Horror Picture Show
tt0073650,3,There are two or more women in this movie and they talk to each other about something other than a man,"Salò o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]"
tt0073697,0,Fewer than two women in this movie,"Sheba, Baby"
tt0073747,3,There are two or more women in this movie and they talk to each other about something other than a man,The Stepford Wives
tt0073115,3,There are two or more women in this movie and they talk to each other about something other than a man,The Story of O
tt0073768,2,"There are two or more women in this movie, but they only talk to each other about a man",Supervixens
tt0073778,3,There are two or more women in this movie and they talk to each other about something other than a man,Switchblade Sisters
tt0073373,1,"There are two or more women in this movie, but they don't talk to each other",Terror of Mechagodzilla
tt0073802,1,"There are two or more women in this movie, but they don't talk to each other",Three Days of the Condor
tt0073812,1,"There are two or more women in this movie, but they don't talk to each other",Tommy
tt0072448,1,"There are two or more women in this movie, but they don't talk to each other",Zorro
tt0072417,3,There are two or more women in this movie and they talk to each other about something other than a man,A Woman Under The Influence
tt0071110,3,There are two or more women in this movie and they talk to each other about something other than a man,Airport 1975
tt0071141,3,There are two or more women in this movie and they talk to each other about something other than a man,Ali: Fear Eats the Soul
tt0071115,3,There are two or more women in this movie and they talk to each other about something other than a man,Alice Doesn't Live Here Anymore
tt0069729,3,There are two or more women in this movie and they talk to each other about something other than a man,The Arena
tt0071222,3,There are two or more women in this movie and they talk to each other about something other than a man,Black Christmas
tt0071230,1,"There are two or more women in this movie, but they don't talk to each other",Blazing Saddles
tt0071233,3,There are two or more women in this movie and they talk to each other about something other than a man,Blood for dracula
tt0071247,3,There are two or more women in this movie and they talk to each other about something other than a man,Brief Encounter
tt0071381,3,There are two or more women in this movie and they talk to each other about something other than a man,Celine and Julie Go Boating
tt0071315,2,"There are two or more women in this movie, but they only talk to each other about a man",Chinatown
tt0071360,1,"There are two or more women in this movie, but they don't talk to each other",The Conversation
tt0069945,0,Fewer than two women in this movie,Dark Star
tt0071402,3,There are two or more women in this movie and they talk to each other about something other than a man,Death Wish
tt0070003,3,There are two or more women in this movie and they talk to each other about something other than a man,Dracula
tt0074462,1,"There are two or more women in this movie, but they don't talk to each other",Edvard Munch
tt0071464,3,There are two or more women in this movie and they talk to each other about something other than a man,Emmanuelle
tt0072979,3,There are two or more women in this movie and they talk to each other about something other than a man,Female Trouble
tt0071517,3,There are two or more women in this movie and they talk to each other about something other than a man,Foxy Brown
tt0071562,2,"There are two or more women in this movie, but they only talk to each other about a man",The Godfather: Part II
tt0071565,1,"There are two or more women in this movie, but they don't talk to each other",Godzilla vs. Mechagodzilla
tt0072353,2,"There are two or more women in this movie, but they only talk to each other about a man",Going Places
tt0071583,1,"There are two or more women in this movie, but they don't talk to each other",The Groove Tube
tt0071690,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious","Je, tu, il, elle"
tt0071717,0,Fewer than two women in this movie,Killdozer
tt0071695,0,Fewer than two women in this movie,Kozure Okami: Jigoku e ikuzo! Daigoro
tt0070297,1,"There are two or more women in this movie, but they don't talk to each other",The Legend of the 7 Golden Vampires
tt0071746,2,"There are two or more women in this movie, but they only talk to each other about a man",Lenny
tt0071762,0,Fewer than two women in this movie,The Little Prince
tt0071803,3,There are two or more women in this movie and they talk to each other about something other than a man,Mame
tt0071807,1,"There are two or more women in this movie, but they don't talk to each other",The Man with the Golden Gun
tt0071431,2,"There are two or more women in this movie, but they only talk to each other about a man",Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue]
tt0071935,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Odessa File
tt0071970,0,Fewer than two women in this movie,The Parallax View
tt0071994,0,Fewer than two women in this movie,Phantom of the Paradise
tt6725014,3,There are two or more women in this movie and they talk to each other about something other than a man,Scenes from a Marriage
tt0072226,2,"There are two or more women in this movie, but they only talk to each other about a man",The Sugarland Express
tt0072271,1,"There are two or more women in this movie, but they don't talk to each other",The Texas Chain Saw Massacre
tt0072308,1,"There are two or more women in this movie, but they don't talk to each other",The Towering Inferno
tt0072325,3,There are two or more women in this movie and they talk to each other about something other than a man,Truck Turner
tt0072354,3,There are two or more women in this movie and they talk to each other about something other than a man,Vampyres
tt0069697,0,Fewer than two women in this movie,"Watch Out, We're Mad"
tt0072424,2,"There are two or more women in this movie, but they only talk to each other about a man",The Year Without a Santa Claus
tt0072431,2,"There are two or more women in this movie, but they only talk to each other about a man",Young Frankenstein
tt0072435,2,"There are two or more women in this movie, but they only talk to each other about a man",Zandy's Bride
tt0070948,2,"There are two or more women in this movie, but they only talk to each other about a man",Zardoz
tt0074080,0,Fewer than two women in this movie,'Gator Bait
tt0068359,2,"There are two or more women in this movie, but they only talk to each other about a man",A Charlie Brown Thanksgiving
tt0069987,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",A Doll's House
tt0070819,2,"There are two or more women in this movie, but they only talk to each other about a man",A Touch of Class
tt0070898,3,There are two or more women in this movie and they talk to each other about something other than a man,A Warm December
tt0071129,2,"There are two or more women in this movie, but they only talk to each other about a man",Amarcord
tt0069704,2,"There are two or more women in this movie, but they only talk to each other about a man",American Graffiti
tt0069754,3,There are two or more women in this movie and they talk to each other about something other than a man,The Baby
tt0069762,0,Fewer than two women in this movie,Badlands
tt0071203,0,Fewer than two women in this movie,Belladonna Of Sadness
tt0068282,3,There are two or more women in this movie and they talk to each other about something other than a man,"Black Mama, White Mama"
tt0069848,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Carry on Girls
tt0068370,3,There are two or more women in this movie and they talk to each other about something other than a man,Children Shouldn't Play with Dead Things
tt0069890,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Cleopatra Jones
tt0069897,2,"There are two or more women in this movie, but they only talk to each other about a man",Coffy
tt0069895,3,There are two or more women in this movie and they talk to each other about something other than a man,The Crazies
tt0070460,3,There are two or more women in this movie and they talk to each other about something other than a man,Day for Night
tt0069990,3,There are two or more women in this movie and they talk to each other about something other than a man,Don Juan (Or If Don Juan Were a Woman)
tt0069995,3,There are two or more women in this movie and they talk to each other about something other than a man,Don't look now
tt0068232,3,There are two or more women in this movie and they talk to each other about something other than a man,El ataque de los muertos sin ojos [Return of the Evil Dead]
tt0070034,1,"There are two or more women in this movie, but they don't talk to each other",Enter the Dragon
tt0070047,3,There are two or more women in this movie and they talk to each other about something other than a man,The Exorcist
tt0070544,0,Fewer than two women in this movie,Fantastic Planet
tt0069745,3,There are two or more women in this movie and they talk to each other about something other than a man,Female Vampire
tt0070122,0,Fewer than two women in this movie,Godzilla vs. Megalon
tt0068699,1,"There are two or more women in this movie, but they don't talk to each other",High Plains Drifter
tt0071615,1,"There are two or more women in this movie, but they don't talk to each other",The Holy Mountain
tt0070233,1,"There are two or more women in this movie, but they don't talk to each other",Ivan Vasilevich menyaet professiyu
tt0070239,0,Fewer than two women in this movie,Jesus Christ Superstar
tt0070534,0,Fewer than two women in this movie,The Knock Out Cop
tt0066914,3,There are two or more women in this movie and they talk to each other about something other than a man,La nuit des etoiles filantes
tt0126004,0,Fewer than two women in this movie,La rose de fer
tt0158714,3,There are two or more women in this movie and they talk to each other about something other than a man,Lady Snowblood
tt0070294,3,There are two or more women in this movie and they talk to each other about something other than a man,The Legend of Hell House
tt0070300,3,There are two or more women in this movie and they talk to each other about something other than a man,Lemora: A Child's Tale Of The Supernatural
tt0070453,3,There are two or more women in this movie and they talk to each other about something other than a man,Les noces rouges
tt0070328,1,"There are two or more women in this movie, but they don't talk to each other",Live and Let Die
tt0069747,2,"There are two or more women in this movie, but they only talk to each other about a man",The Mad Adventures of 'Rabbi' Jacob
tt0070379,1,"There are two or more women in this movie, but they don't talk to each other",Mean Streets
tt0071396,3,There are two or more women in this movie and they talk to each other about something other than a man,Messiah of Evil
tt0070215,0,Fewer than two women in this movie,My Name Is Nobody
tt0070356,0,Fewer than two women in this movie,Now where did the seventh company get to
tt0070468,0,Fewer than two women in this movie,The Offence
tt0070510,3,There are two or more women in this movie and they talk to each other about something other than a man,Paper Moon
tt0070511,0,Fewer than two women in this movie,Papillon
tt0070518,1,"There are two or more women in this movie, but they don't talk to each other",Pat Garrett & Billy the Kid
tt0069067,2,"There are two or more women in this movie, but they only talk to each other about a man",Payday
tt0070608,3,There are two or more women in this movie and they talk to each other about something other than a man,Robin Hood
tt0070634,1,"There are two or more women in this movie, but they don't talk to each other",The Satanic Rites of Dracula
tt0070666,1,"There are two or more women in this movie, but they don't talk to each other",Serpico
tt0070707,1,"There are two or more women in this movie, but they don't talk to each other",Sleeper
tt0070723,1,"There are two or more women in this movie, but they don't talk to each other",Soylent Green
tt0070040,3,There are two or more women in this movie and they talk to each other about something other than a man,The Spirit of the Beehive
tt0070735,1,"There are two or more women in this movie, but they don't talk to each other",The Sting
tt0070782,3,There are two or more women in this movie and they talk to each other about something other than a man,Terminal Island
tt0072281,2,"There are two or more women in this movie, but they only talk to each other about a man",The Three Musketeers
tt0070842,3,There are two or more women in this movie and they talk to each other about something other than a man,Turkish Delight
tt0070917,3,There are two or more women in this movie and they talk to each other about something other than a man,The Wicker Man
tt0070926,3,There are two or more women in this movie and they talk to each other about something other than a man,Wonder Women
tt0070904,2,"There are two or more women in this movie, but they only talk to each other about a man",World on a Wire
tt0068156,1,"There are two or more women in this movie, but they don't talk to each other",1776
tt0068182,2,"There are two or more women in this movie, but they only talk to each other about a man",Aguirre: The Wrath of God
tt0069095,0,Fewer than two women in this movie,All the Way Boys
tt0068240,3,There are two or more women in this movie and they talk to each other about something other than a man,Avanti!
tt0068273,3,There are two or more women in this movie and they talk to each other about something other than a man,The Big Bird Cage
tt0068278,3,There are two or more women in this movie and they talk to each other about something other than a man,The Bitter Tears of Petra von Kant
tt0068281,1,"There are two or more women in this movie, but they don't talk to each other",Black Gunn
tt0068284,3,There are two or more women in this movie and they talk to each other about something other than a man,Blacula
tt0068326,3,There are two or more women in this movie and they talk to each other about something other than a man,Butterflies Are Free
tt0068327,3,There are two or more women in this movie and they talk to each other about something other than a man,Cabaret
tt0068205,2,"There are two or more women in this movie, but they only talk to each other about a man",Chloe in the Afternoon
tt0069467,3,There are two or more women in this movie and they talk to each other about something other than a man,Cries and Whispers (Viskningar och rop)
tt0068161,3,There are two or more women in this movie and they talk to each other about something other than a man,The Dawns Here are Quiet
tt0068468,3,There are two or more women in this movie and they talk to each other about something other than a man,Deep Throat
tt0068473,1,"There are two or more women in this movie, but they don't talk to each other",Deliverance
tt0068361,3,There are two or more women in this movie and they talk to each other about something other than a man,The Discreet Charm of the Bourgeoisie
tt0069019,2,"There are two or more women in this movie, but they only talk to each other about a man",Don't Torture a Duckling
tt0068611,3,There are two or more women in this movie and they talk to each other about something other than a man,Frenzy
tt0068615,3,There are two or more women in this movie and they talk to each other about something other than a man,The Frogs
tt0068638,1,"There are two or more women in this movie, but they don't talk to each other",The Getaway
tt0068646,2,"There are two or more women in this movie, but they only talk to each other about a man",The Godfather
tt0068371,1,"There are two or more women in this movie, but they don't talk to each other",Godzilla vs. Gigan
tt0067206,3,There are two or more women in this movie and they talk to each other about something other than a man,The Hitchhikers
tt0068762,1,"There are two or more women in this movie, but they don't talk to each other",Jeremiah Johnson
tt0068768,1,"There are two or more women in this movie, but they don't talk to each other",Joe Kidd
tt0066798,0,Fewer than two women in this movie,"L'aventure, c'est l'aventure"
tt0067896,0,Fewer than two women in this movie,L'udienza
tt0068828,3,There are two or more women in this movie and they talk to each other about something other than a man,Lady Sings the Blues
tt0068833,3,There are two or more women in this movie and they talk to each other about something other than a man,The Last House on the Left
tt0070849,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Last Tango in Paris
tt0068816,2,"There are two or more women in this movie, but they only talk to each other about a man",Lone Wolf and Cub: Baby Cart at the River Styx
tt0143348,0,Fewer than two women in this movie,Lone Wolf and Cub: Baby Cart in Peril
tt0068817,0,Fewer than two women in this movie,Lone Wolf and Cub: Baby Cart to Hades
tt0068815,0,Fewer than two women in this movie,Lone Wolf and Cub: Sword of Vengeance
tt0068346,0,Fewer than two women in this movie,The Mattei Affair (Il caso Mattei)
tt0227051,3,There are two or more women in this movie and they talk to each other about something other than a man,Night of the Felines
tt0069005,3,There are two or more women in this movie and they talk to each other about something other than a man,Night of the Lepus
tt0201820,3,There are two or more women in this movie and they talk to each other about something other than a man,The Other Side of Underneath
tt0069089,3,There are two or more women in this movie and they talk to each other about something other than a man,Pink Flamingos
tt0069113,1,"There are two or more women in this movie, but they don't talk to each other",The Poseidon Adventure
tt0244730,3,There are two or more women in this movie and they talk to each other about something other than a man,Prison Girls
tt0070641,1,"There are two or more women in this movie, but they don't talk to each other",Sbatti il mostro in prima pagina
tt0070694,3,There are two or more women in this movie and they talk to each other about something other than a man,"Silent Night, Bloody Night"
tt0070698,3,There are two or more women in this movie and they talk to each other about something other than a man,Sisters
tt0069281,0,Fewer than two women in this movie,Sleuth
tt0069293,1,"There are two or more women in this movie, but they don't talk to each other",Solyaris
tt0070959,0,Fewer than two women in this movie,State of Siege
tt0069332,1,"There are two or more women in this movie, but they don't talk to each other",Super Fly
tt0069404,3,There are two or more women in this movie and they talk to each other about something other than a man,Travels With My Aunt
tt0069442,3,There are two or more women in this movie and they talk to each other about something other than a man,Une belle fille comme moi
tt0069489,3,There are two or more women in this movie and they talk to each other about something other than a man,Wedding in White
tt0069495,2,"There are two or more women in this movie, but they only talk to each other about a man",What's up Doc
tt0067977,2,"There are two or more women in this movie, but they only talk to each other about a man",When Michael Calls
tt0066730,1,"There are two or more women in this movie, but they don't talk to each other",10 Rillington Place
tt0066921,1,"There are two or more women in this movie, but they don't talk to each other",A Clockwork Orange
tt0067482,3,There are two or more women in this movie and they talk to each other about something other than a man,A New Leaf
tt0066740,1,"There are two or more women in this movie, but they don't talk to each other",The Abominable Dr. Phibes
tt0066763,2,"There are two or more women in this movie, but they only talk to each other about a man",Anand
tt0066765,1,"There are two or more women in this movie, but they don't talk to each other",And Now for Something Completely Different
tt0066769,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Andromeda Strain
tt0066808,1,"There are two or more women in this movie, but they don't talk to each other",Bananas
tt0066817,3,There are two or more women in this movie and they talk to each other about something other than a man,Bedknobs and Broomsticks
tt0066824,2,"There are two or more women in this movie, but they only talk to each other about a man",Bello onesto emigrato Australia sposerebbe compaesana illibata
tt0067690,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Daughters of Darkness
tt0067778,2,"There are two or more women in this movie, but they only talk to each other about a man",Dearest Love (Murmur of the Heart)
tt0067445,0,Fewer than two women in this movie,Death in Venice
tt0066993,3,There are two or more women in this movie and they talk to each other about something other than a man,The Devils
tt0066995,1,"There are two or more women in this movie, but they don't talk to each other",Diamonds Are Forever
tt0066999,0,Fewer than two women in this movie,Dirty Harry
tt0067023,0,Fewer than two women in this movie,Duel
tt0067919,3,There are two or more women in this movie and they talk to each other about something other than a man,The Emigrants
tt0067065,1,"There are two or more women in this movie, but they don't talk to each other",Escape from the Planet of the Apes
tt0068569,3,There are two or more women in this movie and they talk to each other about something other than a man,Family Life
tt0067116,1,"There are two or more women in this movie, but they don't talk to each other",The French Connection
tt0067637,3,There are two or more women in this movie and they talk to each other about something other than a man,Frenchie King
tt0067128,1,"There are two or more women in this movie, but they don't talk to each other",Get Carter
tt0067148,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Godzilla vs. the Smog Monster (Godzilla vs. Hedorah)
tt0068675,0,Fewer than two women in this movie,Hannie Caulder
tt0067185,3,There are two or more women in this movie and they talk to each other about something other than a man,Harold and Maude
tt0249577,1,"There are two or more women in this movie, but they don't talk to each other",Here Comes Peter Cotton Tail
